,Complaint Type,Sub Type,Unnamed: 0,address_street_direction,address_street_name,address_street_number,address_street_suffix,any_people_using_property_homeless_childen_gangs_,community_area,completion_date,creation_date,current_activity,if_the_building_is_open_where_is_the_entry_point_,is_the_building_currently_vacant_or_occupied_,is_the_building_dangerous_or_hazardous_,is_the_building_vacant_due_to_fire_,latitude,location,location_of_building_on_the_lot_if_garage_change_type_code_to_bgd_,longitude,most_recent_action,number_of_potholes_filled_on_block,police_district,service_request_number,service_request_type,ssa,status,street_address,type_of_service_request,ward,what_type_of_surface_is_the_graffiti_on_,x_coordinate,y_coordinate,zip_code
616170,Graffiti Removal,Front,16170,,,,,,30.0,2015-04-16T00:00:00,2015-04-15T00:00:00,,,,,,41.842303836516685,"{'longitude': '-87.72556570518599', 'needs_recoding': False, 'latitude': '41.842303836516685'}",,-87.72556570518599,,,10.0,15-01333402,,,Completed,2701 S KOMENSKY AVE,Graffiti Removal,22.0,Aluminum Siding,1149816.02061214,1885737.46459715,
1105284,Pot Holes Reported,Pot Hole in Street,41946,,,,,,24.0,2014-01-02T00:00:00,2014-01-02T00:00:00,Final Outcome,,,,,41.910307501904846,"{'longitude': '-87.69914016155276', 'needs_recoding': False, 'latitude': '41.91030750190484'}",,-87.69914016155278,Pothole Patched,2.0,14.0,14-00005966,,,Completed,2900 W NORTH AVE,,35.0,,1156890.63018248,1910504.45720418,60647.0
1401492,Sanitation Code Complaints,Overflowing carts,30712,,,,,,24.0,2012-09-05T00:00:00,2012-09-04T00:00:00,,,,,,41.90361133667368,"{'longitude': '-87.67726966496072', 'needs_recoding': False, 'latitude': '41.90361133667368'}",,-87.67726966496073,,,14.0,12-01563200,,,Completed,1214 N DAMEN AVE,Sanitation Code Violation,1.0,,1162845.75991313,1908148.80013146,60622.0
399644,Graffiti Removal,Front,49644,,,,,,58.0,2013-09-19T00:00:00,2013-09-19T00:00:00,,,,,,41.82281651478599,"{'longitude': '-87.68741130433041', 'needs_recoding': False, 'latitude': '41.82281651478599'}",,-87.68741130433041,,,9.0,13-01387900,,,Completed,2501 W PERSHING RD,Graffiti Removal,12.0,Other / Unknown Surface,1160331.42181987,1878727.41159637,60632.0
729745,Graffiti Removal,Sign,29745,,,,,,7.0,2016-03-08T00:00:00,2016-03-08T00:00:00,,,,,,41.91479400705597,"{'longitude': '-87.65514525471977', 'needs_recoding': False, 'latitude': '41.91479400705597'}",,-87.65514525471977,,,18.0,16-01470142,,,Completed,1860 N CLYBOURN AVE,Graffiti Removal,2.0,Metal - Painted,1168869.83997146,1912294.62000574,60614.0
626919,Graffiti Removal,Rear,26919,,,,,,65.0,2015-05-14T00:00:00,2015-05-14T00:00:00,,,,,,41.770569765981335,"{'longitude': '-87.72240942324274', 'needs_recoding': False, 'latitude': '41.770569765981335'}",,-87.72240942324274,,,8.0,15-01978737,,3.0,Completed,6725 S PULASKI RD,Graffiti Removal,13.0,Metal - Painted,1150861.88688756,1859601.93991331,60629.0
391495,Graffiti Removal,Rear,41495,,,,,,30.0,2013-08-30T00:00:00,2013-08-30T00:00:00,,,,,,41.851908367483055,"{'longitude': '-87.70287598899651', 'needs_recoding': False, 'latitude': '41.851908367483055'}",,-87.70287598899652,,,10.0,13-01252742,,,Completed,3100 W CERMAK RD,Graffiti Removal,24.0,Other / Unknown Surface,1156031.03579789,1889216.42723022,60623.0
656070,Graffiti Removal,Garbage Cart,6070,,,,,,57.0,2015-08-03T00:00:00,2015-08-02T00:00:00,,,,,,41.80241335541977,"{'longitude': '-87.72995171795955', 'needs_recoding': False, 'latitude': '41.802413355419766'}",,-87.72995171795954,,,8.0,15-03786080,,,Completed,4240 W 50TH ST,Graffiti Removal,14.0,Other/Unknown Surface,1148833.57710067,1871128.87432751,60632.0
1013404,Pot Holes Reported,Pot Hole in Street,66,,,,,,67.0,2012-05-24T00:00:00,2012-05-21T00:00:00,Dispatch Crew,,,,,41.79365848275575,"{'longitude': '-87.65986591632196', 'needs_recoding': False, 'latitude': '41.79365848275575'}",,-87.65986591632195,Pothole Patched,9.0,7.0,12-00954797,,,Completed,5500 S LOOMIS BLVD,,16.0,,1167937.13237269,1868146.4258209,60636.0
1181978,Pot Holes Reported,Pothole in Street,18640,,,,,,23.0,2014-06-21T00:00:00,2014-05-18T00:00:00,Final Outcome,,,,,41.9107822901348,"{'longitude': '-87.73383123529355', 'needs_recoding': False, 'latitude': '41.9107822901348'}",,-87.73383123529354,Completed Upon Arrival,0.0,25.0,14-00731660,,,Completed,1632 N KILDARE AVE,,30.0,,1147474.06598128,1910502.18472571,60639.0
572610,Graffiti Removal,Sign,22610,,,,,,59.0,2014-12-04T00:00:00,2014-12-03T00:00:00,,,,,,41.82663671689848,"{'longitude': '-87.67453377604612', 'needs_recoding': False, 'latitude': '41.82663671689848'}",,-87.67453377604612,,,9.0,14-02077233,,,Completed,1945 W 37TH ST,Graffiti Removal,11.0,Metal - Painted,1163893.98371675,1880147.36240423,60609.0
545884,Graffiti Removal,Front,45884,,,,,,14.0,2014-09-29T00:00:00,2014-09-27T00:00:00,,,,,,41.96463076895747,"{'longitude': '-87.71534057577571', 'needs_recoding': False, 'latitude': '41.96463076895747'}",,-87.7153405757757,,,17.0,14-01643058,,,Completed,3451 W WILSON AVE,Graffiti Removal,33.0,Wood - Painted,1152449.25000057,1930350.22166802,60625.0
220328,Graffiti Removal,Front,20328,,,,,,4.0,2012-09-12T00:00:00,2012-08-07T00:00:00,,,,,,41.9634286593603,"{'longitude': '-87.67472321516858', 'needs_recoding': False, 'latitude': '41.9634286593603'}",,-87.67472321516857,,,19.0,12-01411999,,31.0,Completed - Dup,4500 N RAVENSWOOD AVE,Graffiti Removal,47.0,"Cement (Sidewalk, Alley, Wall, Curb)",1163412.36043017,1929919.51079226,60640.0
126738,Graffiti Removal,Garage,26738,,,,,,19.0,2012-04-12T00:00:00,2012-04-12T00:00:00,,,,,,41.936709737196544,"{'longitude': '-87.78602627516246', 'needs_recoding': False, 'latitude': '41.936709737196544'}",,-87.78602627516244,,,25.0,12-00751548,,,Completed,3106 N NARRAGANSETT AVE,Graffiti Removal,36.0,Metal,1133203.04543207,1919991.89402834,60634.0
1143094,Pot Holes Reported,Pot Hole in Street,29756,,,,,,48.0,2014-03-26T00:00:00,2014-03-18T00:00:00,Final Outcome,,,,,41.733831766304014,"{'longitude': '-87.57214333462419', 'needs_recoding': False, 'latitude': '41.733831766304014'}",,-87.5721433346242,Pothole Patched,39.0,4.0,14-00387300,,,Completed,8848 S MERRILL AVE,,8.0,,1192045.79777002,1846725.39162972,60617.0
192844,Graffiti Removal,Front,42844,,,,,,30.0,2012-07-03T00:00:00,2012-07-03T00:00:00,,,,,,41.85175897917078,"{'longitude': '-87.69794352109747', 'needs_recoding': False, 'latitude': '41.85175897917078'}",,-87.69794352109747,,,10.0,12-01192151,,,Completed,2859 W CERMAK RD,Graffiti Removal,12.0,Other / Unknown Surface,1157446.48382603,1889253.59223301,60623.0
1251620,Pot Holes Reported,Pothole in Street,38282,,,,,,72.0,2015-04-06T00:00:00,2015-04-06T00:00:00,Final Outcome,,,,,41.715733934487254,"{'longitude': '-87.67226620137478', 'needs_recoding': False, 'latitude': '41.71573393448725'}",,-87.67226620137478,Pothole Patched,32.0,22.0,15-01170233,,,Completed,2000 W 98TH ST,,19.0,,1164752.21992254,1839658.24921159,60643.0
1385510,Sanitation Code Complaints,Dumpster not being emptied,14730,,,,,,39.0,2011-05-11T00:00:00,2011-05-10T00:00:00,,,,,,41.81463518435693,"{'longitude': '-87.59814678628732', 'needs_recoding': False, 'latitude': '41.81463518435693'}",,-87.5981467862873,,,21.0,11-01605871,,,Completed,4400 S UNIVERSITY AVE,Sanitation Code Violation,4.0,,1184662.59987284,1875900.71449917,60653.0
1099500,Pot Holes Reported,Pot Hole in Street,36162,,,,,,15.0,2013-11-19T00:00:00,2013-09-24T00:00:00,,,,,,41.95613534417138,"{'longitude': '-87.75812702011875', 'needs_recoding': False, 'latitude': '41.95613534417138'}",,-87.75812702011875,,,16.0,13-01418186,,,Completed - Dup,5220 W WARNER AVE,,38.0,,1140813.03501049,1927094.57021305,60641.0
178399,Graffiti Removal,Mail Box,28399,,,,,,30.0,2011-06-21T00:00:00,2011-06-15T00:00:00,,,,,,41.844260959596426,"{'longitude': '-87.71708318583839', 'needs_recoding': False, 'latitude': '41.84426095959643'}",,-87.71708318583839,,,10.0,11-02953870,,25.0,Completed,2601 S LAWNDALE AVE,Graffiti Removal,22.0,Metal,1152122.09832246,1886466.76542574,60623.0
172284,Graffiti Removal,Rear,22284,,,,,,59.0,2012-06-27T00:00:00,2012-06-07T00:00:00,,,,,,41.83453910168872,"{'longitude': '-87.68164826752479', 'needs_recoding': False, 'latitude': '41.83453910168872'}",,-87.68164826752479,,,9.0,12-01043192,,,Completed,3252 S BELL AVE,Graffiti Removal,12.0,Aluminum Siding,1161834.179091,1883070.85202487,60608.0
1111586,Pot Holes Reported,Pot Hole in Street,48248,,,,,,39.0,2014-01-22T00:00:00,2014-01-17T00:00:00,,,,,,41.80948286111502,"{'longitude': '-87.60128425524226', 'needs_recoding': False, 'latitude': '41.80948286111502'}",,-87.60128425524228,,,2.0,14-00083056,,47.0,Completed - Dup,1009 E 47TH ST,,4.0,,1183769.87910174,1874054.58732579,60653.0
855785,Vacant and Abandoned Buildings Reported,Open,1163,S,DAMEN,6330,AVE,0.0,67.0,,2010-04-19T00:00:00,,REAR,Vacant,,0.0,41.77877274534181,"{'longitude': '-87.67389052582159', 'needs_recoding': False, 'latitude': '41.77877274534181'}",Front,-87.67389052582159,,,7.0,10-00518212,Vacant/Abandoned Building,,,,,15.0,,1164114.91902696,1862665.11858459,60636.0
626913,Graffiti Removal,Side,26913,,,,,,63.0,2015-05-14T00:00:00,2015-05-14T00:00:00,,,,,,41.800608466263924,"{'longitude': '-87.71097494039552', 'needs_recoding': False, 'latitude': '41.800608466263924'}",,-87.7109749403955,,,8.0,15-01978706,,,Completed,3457 W 51ST ST,Graffiti Removal,14.0,Wood - Painted,1154101.799901,1870591.43797478,60632.0
20363,Graffiti Removal,Side,20363,,,,,,58.0,2011-01-19T00:00:00,2011-01-18T00:00:00,,,,,,41.814141623156736,"{'longitude': '-87.68472910862803', 'needs_recoding': False, 'latitude': '41.814141623156736'}",,-87.68472910862802,,,9.0,11-00084535,,,Completed,4352 S WESTERN AVE,Graffiti Removal,12.0,Brick - Painted,1161094.37297645,1875750.68010217,60609.0
183838,Graffiti Removal,Garage,33838,,,,,,15.0,2011-06-22T00:00:00,2011-06-22T00:00:00,,,,,,41.94309210442384,"{'longitude': '-87.76161859985916', 'needs_recoding': False, 'latitude': '41.94309210442384'}",,-87.76161859985916,,,16.0,11-03217559,,,Completed - Dup,5359 W NEWPORT AVE,Graffiti Removal,38.0,Aluminum Siding,1140023.47202312,1922417.02006925,60641.0
5077,Graffiti Removal,Front,5077,,,,,,19.0,2011-01-13T00:00:00,2011-01-05T00:00:00,,,,,,41.92893359881965,"{'longitude': '-87.75401323178373', 'needs_recoding': False, 'latitude': '41.92893359881965'}",,-87.75401323178373,,,25.0,11-00024804,,,Completed,2636 N LECLAIRE AVE,Graffiti Removal,31.0,Brick - Unpainted,1141933.95490224,1917175.90943308,60639.0
791076,Graffiti Removal,Front,41076,,,,,,30.0,2016-08-30T00:00:00,2016-08-29T00:00:00,,,,,,41.83368094589417,"{'longitude': '-87.70486617134569', 'needs_recoding': False, 'latitude': '41.833680945894166'}",,-87.70486617134569,,,10.0,16-06113298,,,Completed,3254 S KEDZIE AVE,Graffiti Removal,22.0,"Cement (Sidewalk, Alley, Wall, Curb)",1155553.51778328,1882834.0866746998,60623.0
300871,Graffiti Removal,Traffic Control Box,871,,,,,,28.0,2012-11-21T00:00:00,2012-11-21T00:00:00,,,,,,41.871572479716455,"{'longitude': '-87.6524242343922', 'needs_recoding': False, 'latitude': '41.87157247971645'}",,-87.6524242343922,,,12.0,12-01918268,,,Completed,810 S MILLER ST,Graffiti Removal,25.0,Metal - Painted,1169740.4200231,1896575.64067407,60607.0
626193,Graffiti Removal,Front,26193,,,,,,59.0,2015-05-13T00:00:00,2015-05-13T00:00:00,,,,,,41.836951859445044,"{'longitude': '-87.66716689859282', 'needs_recoding': False, 'latitude': '41.83695185944505'}",,-87.66716689859281,,,9.0,15-01952844,,,Completed,3150 S ARCHER AVE,Graffiti Removal,11.0,Metal - Painted,1165818.35760046,1883855.42916684,60608.0
1355809,Pot Holes Reported,Pothole in Street,42471,,,,,,16.0,2017-02-06T00:00:00,2017-01-24T00:00:00,,,,,,41.959439773859465,"{'longitude': '-87.71235732936019', 'needs_recoding': False, 'latitude': '41.95943977385947'}",,-87.71235732936017,,,17.0,17-00432763,,,Completed - Dup,3342 W CULLOM AVE,,33.0,,1153332.43959404,1928383.8335211999,60618.0
1310266,Pot Holes Reported,Pothole in Street,46928,,,,,,29.0,2016-03-10T00:00:00,2016-03-08T00:00:00,Final Outcome,,,,,41.855262901624506,"{'longitude': '-87.70642520105433', 'needs_recoding': False, 'latitude': '41.85526290162451'}",,-87.70642520105433,No Potholes Found,0.0,10.0,16-01469851,,,Completed,1903 S SAWYER AVE,,24.0,,1154996.64558733,1890503.9607721001,60623.0
667749,Graffiti Removal,Sign,17749,,,,,,21.0,2015-09-01T00:00:00,2015-08-30T00:00:00,,,,,,41.941797069943036,"{'longitude': '-87.71243254329629', 'needs_recoding': False, 'latitude': '41.94179706994303'}",,-87.7124325432963,,,17.0,15-04450050,,,Completed,3323 N KIMBALL AVE,Graffiti Removal,35.0,Metal - Unpainted,1153132.74481082,1921987.05900502,60618.0
1398569,Sanitation Code Complaints,,27789,,,,,,48.0,2011-08-17T00:00:00,2011-08-17T00:00:00,,,,,,41.7289801128096,"{'longitude': '-87.57065895844646', 'needs_recoding': False, 'latitude': '41.728980112809595'}",,-87.57065895844644,,,4.0,11-03608469,,,Completed,9146 S PAXTON AVE,Sanitation Code Violation,7.0,,1192432.64698609,1844753.91417844,60617.0
385035,Graffiti Removal,Side,35035,,,,,,31.0,2013-08-16T00:00:00,2013-08-14T00:00:00,,,,,,41.85930915714695,"{'longitude': '-87.66633815591668', 'needs_recoding': False, 'latitude': '41.859309157146946'}",,-87.66633815591669,,,12.0,13-01149473,,,Completed,1608 S ASHLAND AVE,Graffiti Removal,25.0,Brick - Painted,1165984.91680999,1892110.32922419,60608.0
1327438,Pot Holes Reported,Pothole in Street,14100,,,,,,24.0,2016-07-01T00:00:00,2016-05-24T00:00:00,Final Outcome,,,,,41.894667706730296,"{'longitude': '-87.69146685186861', 'needs_recoding': False, 'latitude': '41.894667706730296'}",,-87.69146685186861,Pothole Patched,18.0,12.0,16-03596562,,,Completed,2555 W SUPERIOR ST,,26.0,,1159227.60840424,1904905.29091512,60612.0
783718,Graffiti Removal,Front,33718,,,,,,24.0,2016-08-10T00:00:00,2016-08-10T00:00:00,,,,,,41.90546275361013,"{'longitude': '-87.65976548764499', 'needs_recoding': False, 'latitude': '41.90546275361013'}",,-87.65976548764498,,,14.0,16-05650947,,,Completed,1302 N ELSTON AVE,Graffiti Removal,27.0,"Cement (Sidewalk, Alley, Wall, Curb)",1167647.39239112,1908849.64999061,60642.0
3672,Graffiti Removal,Front,3672,,,,,,19.0,2012-01-04T00:00:00,2012-01-04T00:00:00,,,,,,41.9210806810263,"{'longitude': '-87.77782030550983', 'needs_recoding': False, 'latitude': '41.9210806810263'}",,-87.77782030550983,,,25.0,12-00013547,,,Completed,6056 W GRAND AVE,Graffiti Removal,29.0,Brick - Unpainted,1135570.84578837,1914246.8216733001,60639.0
322695,Graffiti Removal,Front,22695,,,,,,24.0,2013-01-17T00:00:00,2012-12-21T00:00:00,,,,,,41.909962433906294,"{'longitude': '-87.67659113132366', 'needs_recoding': False, 'latitude': '41.9099624339063'}",,-87.67659113132366,,,14.0,12-02026845,,33.0,Completed,1561 N MILWAUKEE AVE,Graffiti Removal,1.0,Other / Unknown Surface,1162984.71848325,1910439.94219595,60622.0
591357,Graffiti Removal,Traffic Control Box,41357,,,,,,57.0,2015-01-30T00:00:00,2015-01-29T00:00:00,,,,,,41.808013005188066,"{'longitude': '-87.71437962341568', 'needs_recoding': False, 'latitude': '41.80801300518807'}",,-87.71437962341568,,,8.0,15-00168115,,39.0,Completed - Dup,4700 S ARCHER AVE,Graffiti Removal,14.0,Metal - Painted,1153047.19798668,1873229.64552151,60632.0
508374,Graffiti Removal,Front,8374,,,,,,24.0,2014-06-06T00:00:00,2014-05-23T00:00:00,,,,,,41.89283162207267,"{'longitude': '-87.65938095138478', 'needs_recoding': False, 'latitude': '41.89283162207267'}",,-87.65938095138478,,,12.0,14-00774572,,,Completed,609 N ELIZABETH ST,Graffiti Removal,27.0,Brick - Unpainted,1167708.01261837,1904199.55163254,60642.0
55979,Graffiti Removal,Garage,5979,,,,,,63.0,2013-02-21T00:00:00,2013-02-16T00:00:00,,,,,,41.796914461130974,"{'longitude': '-87.69037736677569', 'needs_recoding': False, 'latitude': '41.796914461130974'}",,-87.69037736677568,,,9.0,13-00183274,,,Completed,5314 S TALMAN AVE,Graffiti Removal,14.0,Aluminum Siding,1159606.42608531,1869326.34331382,60632.0
319647,Graffiti Removal,Side,19647,,,,,,1.0,2012-12-20T00:00:00,2012-12-17T00:00:00,,,,,,42.01647252038452,"{'longitude': '-87.67460676972742', 'needs_recoding': False, 'latitude': '42.01647252038452'}",,-87.67460676972742,,,24.0,12-02008371,,19.0,Completed,7416 N ROGERS AVE,Graffiti Removal,49.0,Brick - Painted,1163270.08142141,1949243.26311431,60626.0
54123,Graffiti Removal,Side,4123,,,,,,22.0,2013-02-15T00:00:00,2013-02-15T00:00:00,,,,,,41.93154119756199,"{'longitude': '-87.71123308227745', 'needs_recoding': False, 'latitude': '41.93154119756199'}",,-87.71123308227745,,,14.0,13-00179434,,,Completed,2767 N MILWAUKEE AVE,Graffiti Removal,35.0,Other / Unknown Surface,1153519.44453054,1918206.81432765,60647.0
453148,Graffiti Removal,Front,3148,,,,,,5.0,2014-02-04T00:00:00,2014-01-09T00:00:00,,,,,,41.961384339629724,"{'longitude': '-87.67607231108664', 'needs_recoding': False, 'latitude': '41.961384339629724'}",,-87.67607231108664,,,19.0,14-00035082,,31.0,Completed,1901 W MONTROSE AVE,Graffiti Removal,47.0,Brick - Unpainted,1163018.93591508,1929244.1861266003,60613.0
9015,Graffiti Removal,Front,9015,,,,,,72.0,2012-01-09T00:00:00,2012-01-09T00:00:00,,,,,,41.72108279142432,"{'longitude': '-87.66418596076957', 'needs_recoding': False, 'latitude': '41.721082791424315'}",,-87.66418596076956,,,22.0,12-00034278,,4.0,Completed,1633 W 95TH ST,Graffiti Removal,19.0,Other / Unknown Surface,1166971.21681301,1841705.01332725,60643.0
991172,Pot Holes Reported,Pot Hole in Street,27834,,,,,,24.0,2011-04-11T00:00:00,2011-04-05T00:00:00,Dispatch Crew,,,,,41.91221519801358,"{'longitude': '-87.70107530591918', 'needs_recoding': False, 'latitude': '41.91221519801358'}",,-87.70107530591919,Pothole Patched,2.0,14.0,11-00634434,,,Completed,2949 W WABANSIA AVE,,35.0,,1156332.45437419,1911274.90873249,60647.0
761899,Graffiti Removal,Dumpster,11899,,,,,,77.0,2016-06-07T00:00:00,2016-06-07T00:00:00,,,,,,41.98373599701912,"{'longitude': '-87.65980709068181', 'needs_recoding': False, 'latitude': '41.98373599701912'}",,-87.65980709068182,,,20.0,16-03936365,,26.0,Completed,1142 W BRYN MAWR AVE,Graffiti Removal,48.0,Metal - Painted,1167622.17340768,1937351.40627466,60660.0
467679,Graffiti Removal,Front,17679,,,,,,58.0,2014-03-14T00:00:00,2014-02-26T00:00:00,,,,,,41.810297056500296,"{'longitude': '-87.71065189206979', 'needs_recoding': False, 'latitude': '41.810297056500296'}",,-87.71065189206979,,,8.0,14-00280026,,39.0,Completed - Dup,4554 S ARCHER AVE,Graffiti Removal,14.0,Brick - Unpainted,1154235.22598102,1874217.25491817,60632.0
182797,Graffiti Removal,Pole,32797,,,,,,6.0,2011-06-21T00:00:00,2011-06-21T00:00:00,,,,,,41.95271366381651,"{'longitude': '-87.65463890620971', 'needs_recoding': False, 'latitude': '41.95271366381651'}",,-87.6546389062097,,,23.0,11-03189052,,17.0,Completed,3900 N SHERIDAN RD,Graffiti Removal,44.0,Metal,1168905.23161999,1926075.73381685,60613.0
1003440,Pot Holes Reported,Pot Hole in Street,40102,,,,,,19.0,2011-05-03T00:00:00,2011-04-29T00:00:00,Dispatch Crew,,,,,41.92526980111885,"{'longitude': '-87.74869011625665', 'needs_recoding': False, 'latitude': '41.925269801118844'}",,-87.74869011625665,Pothole Patched,1.0,25.0,11-01252373,,,Completed,4858 W MONTANA ST,,31.0,,1143596.1989063,1915864.85981612,60639.0
1454469,Sanitation Code Complaints,Dog feces in yard,33689,,,,,,29.0,2015-07-08T00:00:00,2015-07-07T00:00:00,,,,,,41.85024507056532,"{'longitude': '-87.73446589499066', 'needs_recoding': False, 'latitude': '41.850245070565315'}",,-87.73446589499065,,,10.0,15-03249353,,,Completed - Dup,2261 S KOSTNER AVE,Sanitation Code Violation,22.0,,1147411.2405153,1888588.34160539,60623.0
223336,Graffiti Removal,Dumpster,23336,,,,,,58.0,2012-08-10T00:00:00,2012-08-10T00:00:00,,,,,,41.824497443611214,"{'longitude': '-87.68705194507167', 'needs_recoding': False, 'latitude': '41.82449744361122'}",,-87.68705194507167,,,9.0,12-01432818,,,Completed,3791 S ARCHER AVE,Graffiti Removal,12.0,Other / Unknown Surface,1160470.65122543,1879413.96862073,60632.0
1278557,Pot Holes Reported,Pothole in Street,15219,,,,,,43.0,2015-07-16T00:00:00,2015-07-14T00:00:00,,,,,,41.773159503423464,"{'longitude': '-87.59273934975502', 'needs_recoding': False, 'latitude': '41.77315950342347'}",,-87.59273934975502,,,3.0,15-03401621,,,Completed - Dup,1341 E 67TH ST,,5.0,,1186258.20991059,1860839.68402407,60637.0
854850,Vacant and Abandoned Buildings Reported,Building is Open / Unsecure,228,S,GREEN,7804,ST,0.0,71.0,,2009-10-15T00:00:00,,FRONT,Vacant,,,41.752369657864975,"{'longitude': '-87.64530221116446', 'needs_recoding': False, 'latitude': '41.75236965786498'}",,-87.64530221116445,,,6.0,09-01794098,Vacant/Abandoned Building,,,,,17.0,,1171989.46481334,1853105.13988872,60620.0
563535,Graffiti Removal,Newspaper Box,13535,,,,,,6.0,2014-11-10T00:00:00,2014-11-09T00:00:00,,,,,,41.9399262188937,"{'longitude': '-87.64480932699162', 'needs_recoding': False, 'latitude': '41.9399262188937'}",,-87.64480932699163,,,19.0,14-01934689,,8.0,Completed,609 W BELMONT AVE,Graffiti Removal,44.0,Metal - Unpainted,1171626.81469151,1921493.92542311,60657.0
689468,Graffiti Removal,Front,39468,,,,,,61.0,2015-11-02T00:00:00,2015-11-02T00:00:00,,,,,,41.82034989750526,"{'longitude': '-87.64569570812293', 'needs_recoding': False, 'latitude': '41.82034989750526'}",,-87.64569570812294,,,9.0,15-05891002,,13.0,Completed,4059 S HALSTED ST,Graffiti Removal,11.0,Brick - Painted,1171640.00999288,1878032.09996705,60609.0
1436324,Sanitation Code Complaints,,15544,,,,,,14.0,2014-07-16T00:00:00,2014-07-15T00:00:00,,,,,,41.966773152946594,"{'longitude': '-87.73042644247732', 'needs_recoding': False, 'latitude': '41.96677315294659'}",,-87.73042644247732,,,17.0,14-01122528,,,Completed,4742 N KARLOV AVE,Sanitation Code Violation,39.0,,1148213.32830621,1931058.8999666001,60630.0
119893,Graffiti Removal,Front,19893,,,,,,4.0,2012-04-05T00:00:00,2012-04-04T00:00:00,,,,,,41.973367468978246,"{'longitude': '-87.67900835083458', 'needs_recoding': False, 'latitude': '41.973367468978246'}",,-87.67900835083458,,,20.0,12-00719639,,,Completed,1968 W WINNEMAC AVE,Graffiti Removal,47.0,Brick - Unpainted,1162310.41829197,1933529.08802365,60640.0
70369,Graffiti Removal,Front,20369,,,,,,19.0,2012-02-27T00:00:00,2012-02-27T00:00:00,,,,,,41.93842219083831,"{'longitude': '-87.76976734296724', 'needs_recoding': False, 'latitude': '41.93842219083831'}",,-87.76976734296724,,,25.0,12-00500206,,2.0,Completed,5721 W BELMONT AVE,Graffiti Removal,30.0,Other / Unknown Surface,1137570.9899799998,1920694.62997937,60634.0
245065,Graffiti Removal,Traffic Control Box,45065,,,,,,30.0,2011-09-08T00:00:00,2011-09-07T00:00:00,,,,,,41.84492001340705,"{'longitude': '-87.73421937603977', 'needs_recoding': False, 'latitude': '41.84492001340705'}",,-87.73421937603977,,,10.0,11-03749041,,25.0,Completed,4379 W 25TH PL,Graffiti Removal,22.0,Metal,1147628.9519029,1886692.17007113,60623.0
840728,Graffiti Removal,Front,40728,,,,,,7.0,2017-02-10T00:00:00,2017-02-09T00:00:00,,,,,,41.919230376451736,"{'longitude': '-87.6484008398795', 'needs_recoding': False, 'latitude': '41.919230376451736'}",,-87.6484008398795,,,18.0,17-00735418,,,Completed,2035 N HALSTED ST,Graffiti Removal,43.0,Brick - Unpainted,1170624.56502003,1913752.42042056,60614.0
1170894,Pot Holes Reported,Pothole in Street,7556,,,,,,72.0,2014-06-04T00:00:00,2014-05-13T00:00:00,Final Outcome,,,,,41.719298080010645,"{'longitude': '-87.67722827104097', 'needs_recoding': False, 'latitude': '41.71929808001065'}",,-87.67722827104097,No Potholes Found,0.0,22.0,14-00703648,,4.0,Completed,2200 W 96TH ST,,19.0,,1163387.22727138,1840946.57031841,60643.0
635581,Graffiti Removal,Front,35581,,,,,,6.0,2015-06-09T00:00:00,2015-06-09T00:00:00,,,,,,41.941479992397475,"{'longitude': '-87.6685637605364', 'needs_recoding': False, 'latitude': '41.94147999239748'}",,-87.6685637605364,,,19.0,15-02585062,,27.0,Completed,3259 N ASHLAND AVE,Graffiti Removal,44.0,Brick - Painted,1165074.83048849,1921788.71868248,60657.0
934168,Pot Holes Reported,Pot Hole in Street,20830,,,,,,37.0,2011-02-09T00:00:00,2011-02-09T00:00:00,Dispatch Crew,,,,,41.81805137686396,"{'longitude': '-87.63139775784175', 'needs_recoding': False, 'latitude': '41.818051376863956'}",,-87.63139775784175,Pothole Patched,21.0,9.0,11-00217063,,,Completed,4200 S WENTWORTH AVE,,3.0,,1175627.34928958,1877096.485807,60609.0
693880,Graffiti Removal,Pole,43880,,,,,,24.0,2015-11-12T00:00:00,2015-11-12T00:00:00,,,,,,41.89582890542476,"{'longitude': '-87.68903847098098', 'needs_recoding': False, 'latitude': '41.89582890542476'}",,-87.68903847098099,,,12.0,15-06116343,,,Completed,2456 W CHICAGO AVE,Graffiti Removal,26.0,Metal - Unpainted,1159881.77228583,1905253.48058694,60622.0
825787,Graffiti Removal,Garage,25787,,,,,,60.0,2016-12-19T00:00:00,2016-12-17T00:00:00,,,,,,41.83717060754575,"{'longitude': '-87.65200159653175', 'needs_recoding': False, 'latitude': '41.83717060754575'}",,-87.65200159653175,,,9.0,16-08343518,,,Completed,1020 W 31ST PL,Graffiti Removal,11.0,Aluminum Siding,1170022.78000448,1883954.13996827,60608.0
495179,Graffiti Removal,Rear,45179,,,,,,57.0,2014-05-07T00:00:00,2014-05-05T00:00:00,,,,,,41.81138135171168,"{'longitude': '-87.72705229044499', 'needs_recoding': False, 'latitude': '41.81138135171168'}",,-87.72705229044499,,,8.0,14-00650887,,,Completed,4119 W 45TH ST,Graffiti Removal,14.0,Vinyl Siding,1149567.40449001,1874481.6639786998,60632.0
